"Name","City (HappyCow)","County","Veg Type","Status","Address","Phone","Website","HappyCow URL","Review Count","Description","In App","App Name"
"Inika Foods","Wilton Manors","Broward County","Vegan","Closed","2410 Dixie Hwy, Wilton Manors, Florida, USA, 33305","+1-954-444-8176","http://www.inikafoods.com/","https://www.happycow.net/reviews/inika-foods-wilton-manors-166573","2","Reviews of vegan-friendly catering service Inika Foods in Wilton Manors, Florida, USA 'I first tried Inika foods when they were selling their delicious vegan food in various farmers markets. The two main owners are twins, and their mother'","No",""
"D'Liras","Wilton Manors","Broward County","Vegan","Closed","2172 Wilton Dr (at NE 7th Ave), Wilton Manors, Florida, USA, 33305","+1-954-530-0422","http://www.dliras.us/","https://www.happycow.net/reviews/dliras-wilton-manors-344546","7","Reviews of dairy-free ice cream or gelato D'Liras in Wilton Manors, Florida, USA 'Everything was perfect. Parking was easy.'","No",""
"Hippocrates Health Institute","West Palm Beach","Palm Beach County","Vegan","Open","1466 Hippocrates Wy, West Palm Beach, Florida, USA, 33411","+1-561-471-8876","http://hippocratesinst.org/","https://www.happycow.net/reviews/hippocrates-institute-west-palm-beach-13799","57","Reviews of vegan restaurant Hippocrates Health Institute in West Palm Beach, Florida, USA 'For visitors passing through its a little strange. You register as a guest to eat at their wellness retreat center and only get whats being served at'","No",""
"Meraki Juice Kitchen","West Palm Beach","Palm Beach County","Vegan-Friendly","Unknown","328 Fern St (at Christopher's Kitchen), West Palm Beach, Florida, USA, 33401","+1-561-508-6640","http://www.merakijuicekitchen.com/","https://www.happycow.net/reviews/meraki-juice-kitchen-west-palm-beach-79490","46","Reviews of vegetarian restaurant Meraki Juice Kitchen  in West Palm Beach, Florida, USA 'We visited during the lunch hour on Monday and Tuesday. '","Yes","Meraki Juice Kitchen"
"Agora Mediterranean Kitchen","West Palm Beach","Palm Beach County","Vegan","Open","2505 N Dixie Hwy, West Palm Beach, Florida, USA, 33407","+1-561-651-7474","http://www.agorakitchenwpb.com/","https://www.happycow.net/reviews/agora-mediterranean-kitchen-west-palm-beach-27218","11","Reviews of vegan-friendly restaurant Agora Mediterranean Kitchen in West Palm Beach, Florida, USA 'They had quite a few vegan Turkish options. Owner was also nice.'","No",""
"Sarava","Wilton Manors","Broward County","Vegan","Closed","2213 N Dixie Hwy, Wilton Manors, Florida, USA, 33305","+1-954-530-4001","http://www.saravacafe.com/","https://www.happycow.net/reviews/sarava-wilton-manors-95685","4","Reviews of vegan-friendly Sarava in Wilton Manors, Florida, USA","No",""
"Wilton Creamery","Wilton Manors","Broward County","Vegan","Closed","2301 Wilton Dr Ste C-4, Wilton Manors, Florida, USA, 33305","+1-954-565-1183","http://www.wiltoncreamery.com/","https://www.happycow.net/reviews/wilton-creamery-wilton-manors-82908","21","Reviews of dairy-free ice cream or gelato Wilton Creamery in Wilton Manors, Florida, USA 'A new place is moving in Raspberry Creamery. Have not seen their menu.'","No",""
"Chipotle","Dania Beach","Broward County","Vegan","Closed","1780 Stirling Rd Ste 106, Dania Beach, Florida, USA, 33004","+1-954-925-4381","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-dania-beach-129146","1","Reviews of vegan-friendly restaurant Chipotle  in Dania Beach, Florida, USA 'Its an average Chipotle. Always keep an eye for cross contamination when asking for an ingredient. Ive seen little pieces of cheese end up in the guacamole too'","No",""
"CT Cantina & Taqueria","Dania Beach","Broward County","Vegan","Closed","176 N Pointe Dr, Dania Beach, Florida, USA, 33004","+1-754-201-4781","https://www.ubereats.com/store/ct-cantina-%26-taqueria-dania-beach-fl/iG38d3CmWfKPIzgsBQU4gg?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMjQlMjBTd2lmdCUyMENsJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyQ2hJSmp3TVhSbFhmZVVnUlFGMDRCWS1sYkRJJTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMmdvb2dsZV9wbGFjZXMlMjIlMkMlMjJsYXRpdHVkZSUyMiUzQTUyLjY5ODg3NDQlMkMlMjJsb25naXR1ZGUlMjIlM0EtMS4wODk2ODIwOTk5OTk5OTk5JTdE&utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas","https://www.happycow.net/reviews/ct-cantina-taqueria-dania-beach-496238","1","Reviews of vegan-friendly restaurant CT Cantina & Taqueria in Dania Beach, Florida, USA 'Ive been to this restaurant a few times and gotten the impossible tacos. Ive had a mixed experience overall. Sometimes the tacos have been really good'","No",""
"Cucina Ristorante Pizza Bar","Dania Beach","Broward County","Vegan","Closed","17 South Pointe Drive, Dania Beach, Florida, USA, 33004","+1-754-432-3238","https://cucinadp.com/","https://www.happycow.net/reviews/cucina-ristorante-pizza-bar-dania-beach-249242","7","Reviews of vegan-friendly restaurant Cucina Ristorante Pizza Bar in Dania Beach, Florida, USA 'Excellent vegan menu and a lot of their dishes can be made vegan. '","No",""
"Grumpy Gary's Bar & Grill","Dania Beach","Broward County","Vegan-Friendly","Closed","318 N Federal Hwy, Dania Beach, Florida, USA, 33004","+1-754-263-2086","https://grumpygaryshollywood.com/","https://www.happycow.net/reviews/grumpy-garys-bar-and-grill-dania-beach-296640","6","Reviews of vegan-friendly restaurant Grumpy Gary's Bar & Grill in Dania Beach, Florida, USA","No",""
"Guacamole Station","Dania Beach","Broward County","Vegan","Closed","118 North Federal Highway, Dania Beach, Florida, USA, 33004","+1-954-544-2259","https://leafletjs.com/","https://www.happycow.net/reviews/guacamole-station-dania-beach-388685","5","Reviews of vegan-friendly restaurant Guacamole Station in Dania Beach, Florida, USA 'Had the vegetarian tacos they have mushroom chunks with sauteed onions and cilantro on them. No cheese!'","No",""
"Jaxson's Ice Cream Parlor & Restaurant","Dania Beach","Broward County","Vegan","Closed","128 South Federal Highway, Dania Beach, Florida, USA, 33004","+1-954-923-4445","http://www.jaxsonsicecream.com/","https://www.happycow.net/reviews/jaxsons-ice-cream-parlor-restaurant-dania-beach-279711","6","Reviews of vegan-friendly restaurant Jaxson's Ice Cream Parlor & Restaurant in Dania Beach, Florida, USA 'The vegan chocolate oreo ice cream and the waffle cone are very good, but the vanilla one lacks flavor, I do not recommend it without a'","No",""
"Pura Vida Miami","Dania Beach","Broward County","Vegan","Closed","111, N Pointe Dr, Dania Beach, Florida, USA, 33004","+1-305-535-4142","https://www.puravidamiami.com/","https://www.happycow.net/reviews/pura-vida-miami-dania-beach-463472","5","Reviews of vegan-friendly restaurant Pura Vida Miami in Dania Beach, Florida, USA","Yes","Pura Vida"
"Raw By Rae","Dania Beach","Broward County","Vegan","Unknown","1920 Tigertail Blvd, Dania Beach, Florida, USA","+1-954-940-1921","http://www.rawbyrae.com/","https://www.happycow.net/reviews/raw-by-rae-dania-beach-60088","","Vegan-friendly delivery service Raw By Rae in Dania Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Sprouts Farmers Market","Dania Beach","Broward County","Vegan","Closed","150 S Compass Way, Dania Beach, Florida, USA, 33004","+1-954-715-3376","https://www.sprouts.com/store/fl/dania-beach/639-dania-beach","https://www.happycow.net/reviews/sprouts-farmers-market-dania-beach-391795","7","Reviews of health food store Sprouts Farmers Market in Dania Beach, Florida, USA 'Theres some serious shrink inflation produce here. A cantaloupe should not be slightly bigger than an apple. A lot of the produce was shrunkin and tiny. And'","No",""
"The Baked Bear","Dania Beach","Broward County","Vegan","Closed","1780, Pointe Boulevard, Dania Beach, Florida, USA, 33004","+1-754-551-5154","https://www.ubereats.com/store/the-baked-bear-dania-beach/4IeJdcWAUnC5nojrOY_uhw?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas","https://www.happycow.net/reviews/the-baked-bear-dania-beach-494300","1","Reviews of dairy-free ice cream or gelato The Baked Bear - Dania Beach in Dania Beach, Florida, USA 'I came here and got a vegan chocolate chip cookie sandwich with vegan chocolate chip ice cream. It was definitely yummy but also huge and'","No",""
"The Fresh Squeeze","Dania Beach","Broward County","Vegan","Closed","386 E Dania Beach Blvd, Dania Beach, Florida, USA, 33004","+1-954-926-1142","https://leafletjs.com/","https://www.happycow.net/reviews/the-fresh-squeeze-florida-41921","8","Reviews of juice and smoothie bar The Fresh Squeeze in Dania Beach, Florida, USA 'Came in here on Earth Day (hence my reusable straw in the Smoothie photo) and ordered the Miami Spice Smoothie and the Avocado King sandwich. The Miami Spice'","Yes","The Fresh Squeeze"
"Dina's Vegan Deli & Desserts","West Palm Beach","Palm Beach County","Vegan","Unknown","1880 W 10th St Bldg 106, West Palm Beach, Florida, USA, 33404","+1-561-623-8643","https://www.dinasvegandeli.com/","https://www.happycow.net/reviews/dinas-vegan-deli-and-desserts-west-palm-beach-122394","177","Reviews of vegan restaurant Dina's Vegan Deli & Desserts in West Palm Beach, Florida, USA 'Dina’s is the BEST! Def get the buffalo tips and the krabby patty! I come here as often as possible 🫶🏼! A must try!'","No",""
"Darbster","West Palm Beach","Palm Beach County","Vegan","Closed","8020 S Dixie Hwy, West Palm Beach, Florida, USA, 33405","+1-561-586-2622","http://www.darbster.com/","https://www.happycow.net/reviews/darbster-west-palm-beach-19007","253","Reviews of vegan restaurant Darbster in West Palm Beach, Florida, USA 'Everyone working at Darbster is sooo nice! The food is incredible and the vibe is so relaxing. Its easy to forget about everything else going on during your time spent'","Yes","Darbster"
"Christopher's Kitchen","West Palm Beach","Palm Beach County","Vegan","Closed","328 Fern St (at Fern St/S Dixie Hwy), West Palm Beach, Florida, USA, 33401","+1-561-508-6640","https://christopherskitchen.com/","https://www.happycow.net/reviews/christophers-kitchen-west-palm-beach-486541","26","Reviews of vegan restaurant Christopher's Kitchen in West Palm Beach, Florida, USA 'This place has a really nice vegan menu and a pleasant atmosphere with indoor and outdoor seating. The food is delicious and well presented.'","Yes","Christopher’s Kitchen"
"Ana's Killer Empanadas","West Palm Beach","Palm Beach County","Vegan","Closed","3244 S Dixie Hwy, West Palm Beach, Florida, USA, 33405","+1-561-331-8097","https://www.anaskillerempanadas.com/","https://www.happycow.net/reviews/anas-killer-empanadas-west-palm-beach-391411","3","Reviews of vegan-friendly restaurant Ana's Killer Empanadas in West Palm Beach, Florida, USA 'We bought the bake at home empanadas. We did not care for the flavors, although some might. Ended up throwing them out. Maybe they have'","No",""
"Zen Mystery","Dania Beach","Broward County","Vegan","Closed","56 N Federal Hwy, Dania Beach, Florida, USA, 33004","+1-954-241-4655","http://www.zenmystery.com/","https://www.happycow.net/reviews/zen-mystery-dania-beach-38573","40","Reviews of vegan restaurant Zen Mystery in Dania Beach, Florida, USA 'Loved this place! The food was really yummy, the vibe was so welcoming, and the staff were spectacularly attentive. Carlos took great care of our large group. The bento'","Yes","Zen Mystery"
"BENTO","Dania Beach","Broward County","Vegan","Open","27 South Pointe Drive, Dania Beach, Florida, USA, 33004","+1-754-233-1504","https://www.ubereats.com/store/bento-asian-kitchen-%2B-sushi-dania/_jn1NPVcQ025CIdsUUh_OQ?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.happycow.net/reviews/bento-dania-beach-389743","7","Reviews of vegan-friendly restaurant BENTO - Dania Beach in Dania Beach, Florida, USA 'Selected tofu as protein. The food was ok agree with other comments about high grease and salt content'","Yes","Bento Asian Kitchen"
"The Field Irish Pub & Eatery","Dania Beach","Broward County","Vegan","Closed","3281 Griffin Rd, Dania Beach, Florida, USA, 33312","+1-954-964-5979","https://thefieldfl.com/","https://www.happycow.net/reviews/the-field-irish-pub-and-eatery-dania-beach-384449","6","Reviews of vegan-friendly restaurant The Field Irish Pub & Eatery in Dania Beach, Florida, USA 'The Field is a south Florida icon. The atmosphere is great (feels like you’re in a pub in Ireland), the service on point and the beer'","No",""
"Aroma Indian Restaurant","West Palm Beach","Palm Beach County","Vegan","Closed","731 Village Blvd, Ste 110, West Palm Beach, Florida, USA, 33409","+1-561-619-6437","http://aromawestpalmbeach.com/","https://www.happycow.net/reviews/aroma-indian-restaurant-west-palm-beach-133758","5","Reviews of vegan-friendly restaurant Aroma Indian Restaurant in West Palm Beach, Florida, USA","No",""
"Avocado Grill","West Palm Beach","Palm Beach County","Vegan","Closed","125 Datura St, West Palm Beach, Florida, USA, 33401","+1-561-623-0822","http://www.avocadogrillwpb.com/","https://www.happycow.net/reviews/avocado-grill-west-palm-beach-94136","21","Reviews of vegan-friendly restaurant Avocado Grill in West Palm Beach, Florida, USA 'Fresh and tasty. Very good food and staff'","No",""
"Batch","West Palm Beach","Palm Beach County","Vegan","Open","223 Clematis St (at Olive), West Palm Beach, Florida, USA, 33401","+1-561-708-0000","http://www.batchsouthernkitchen.com/","https://www.happycow.net/reviews/batch-west-palm-beach-148098","13","Reviews of vegan-friendly restaurant Batch in West Palm Beach, Florida, USA 'An awesome experience all around. Everyone that was working was wonderful and excited to speak with us at varying stages during the meal. The bar manager, Estefano,'","Yes","Batch"
"Bolay","West Palm Beach","Palm Beach County","Vegan","Closed","1880 Okeechobee Blvd, West Palm Beach, Florida, USA, 33409","+1-561-815-5185","http://eatbolay.com/","https://www.happycow.net/reviews/bolay-west-palm-beach-117987","4","Reviews of vegan-friendly restaurant Bolay in West Palm Beach, Florida, USA","Yes","Bolay"
"Cafe Sapori","West Palm Beach","Palm Beach County","Vegan","Closed","205 Southern Blvd, West Palm Beach, Florida, USA, 33405","+1-561-805-7313","http://www.cafesapori.com/","https://www.happycow.net/reviews/cafe-sapori-west-palm-beach-104285","5","Reviews of vegan-friendly restaurant Cafe Sapori in West Palm Beach, Florida, USA 'Several dishes listed on a separate vegan menu. I loved the zucchini and eggplant appetizer and the cacio e Pepe pasta. All was excellent!'","Yes","Cafe Sapori"
"Chipotle","West Palm Beach","Palm Beach County","Vegan","Closed","2380 Palm Beach Lakes Blvd, West Palm Beach, Florida, USA, 33409","+1-561-688-8951","http://www.chipotle.com/","https://www.happycow.net/reviews/chipotle-west-palm-beach-42819","3","Reviews of vegan-friendly restaurant Chipotle in West Palm Beach, Florida, USA","No",""
"Cholo Soy Cocina","West Palm Beach","Palm Beach County","Vegetarian","Closed","3715 South Dixie Highway (at Southern Blvd), West Palm Beach, Florida, USA, 33405","+1-561-619-7018","http://www.cholosoycocina.com/","https://www.happycow.net/reviews/cholo-soy-cocina-west-palm-beach-182557","6","Reviews of vegan-friendly restaurant Cholo Soy Cocina in West Palm Beach, Florida, USA 'Either Brussels sprout or cauliflower but can’t say I love em as I did find the taste sort of bland definitely missing a house made vegan sauce that'","No",""
"Nature's Corner Cafe","West Palm Beach","Palm Beach County","Vegan","Closed","2480 S Congress Ave, West Palm Beach, Florida, USA, 33406","+1-561-964-5969","https://www.naturescornercafewpb.com/menu#Vegan","https://www.happycow.net/reviews/natures-corner-cafe-west-palm-beach-165549","6","Reviews of vegan-friendly restaurant Nature's Corner Cafe in West Palm Beach, Florida, USA 'I had a vegan panini and it was delicious! I was very happy to see as many vegan options as they had, including the pasta salad. Very friendly'","No",""
"Nature's Way Cafe","West Palm Beach","Palm Beach County","Vegan","Closed","1475 Centrepark Blvd, West Palm Beach, Florida, USA, 33401","+1-561-684-3020","http://natureswaycafe.com/","https://www.happycow.net/reviews/natures-way-cafe-west-palm-beach-22069","1","Reviews of vegan-friendly restaurant Nature's Way Cafe - Centrepark Blvd in West Palm Beach, Florida, USA","No",""
"Nature's Way Cafe","West Palm Beach","Palm Beach County","Vegan","Closed","1649 Forum Pl, West Palm Beach, Florida, USA, 33401","+1-561-686-5404","http://natureswaycafe.com/","https://www.happycow.net/reviews/natures-way-cafe-west-palm-beach-22249","1","Reviews of vegan-friendly restaurant Nature's Way Cafe - Forum Place in West Palm Beach, Florida, USA 'For a place with nature in the name they have pretty few vegan options. Kinda boring. Used to like this place before going vegan but now'","No",""
"Oriental Food Market & Take","West Palm Beach","Palm Beach County","Vegan","Unknown","4919 S Dixie Hwy, West Palm Beach, Florida, USA, 33405","+1-561-588-4626","http://thaifoodtakeout.com/","https://www.happycow.net/reviews/oriental-food-market-and-take-out-west-palm-beach-104000","8","Reviews of vegan-friendly restaurant Oriental Food Market & Take-out in West Palm Beach, Florida, USA 'Called to find out if they have vegan ham. She didnt understand me at first, then said everything on menu was vegan. I asked about the'","No",""
"Pho 16","West Palm Beach","Palm Beach County","Vegan","Closed","2905 N Military Trail E, West Palm Beach, Florida, USA, 33409","+1-561-471-0901","https://leafletjs.com/","https://www.happycow.net/reviews/pho-16-west-palm-beach-162937","4","Reviews of vegan-friendly restaurant Pho 16 in West Palm Beach, Florida, USA '￼ After years of ordering it on Uber eats we actually went inside the restaurant and had a wonderful meal. The vegan PHO is legit. We have a lot to compare it to'","No",""
"Pura Vida","West Palm Beach","Palm Beach County","Vegan","Closed","460 S Rosemary Ave, West Palm Beach, Florida, USA, 33401","+1-305-535-4142","https://www.puravidamiami.com/","https://www.happycow.net/reviews/pura-vida-west-palm-beach-268317","9","Reviews of vegan-friendly restaurant Pura Vida in West Palm Beach, Florida, USA 'Loved the patio here! Great spot to sit and enjoy WPB🌺☀️Had a few vegan options and staff were knowledgeable about modifications. Tried the peanut butter'","Yes","Pura Vida"
"Rocco's Tacos","West Palm Beach","Palm Beach County","Vegan","Open","224 Clematis St, West Palm Beach, Florida, USA, 33401","+1-561-650-1001","http://roccostacos.com/","https://www.happycow.net/reviews/roccos-tacos-west-palm-beach-116401","5","Reviews of vegan-friendly restaurant Rocco's Tacos in West Palm Beach, Florida, USA 'Theres only 1 vegan option on the menu - the hongos tacos (if you ask for it without cheese).'","No",""
"Souvlaki Fast","West Palm Beach","Palm Beach County","Vegan","Closed","1741 Palm Beach Lakes Blvd, Ste F01, West Palm Beach, Florida, USA, 33401","+1-561-838-7106","https://souvlakifast.com/locations/west-palm-beach","https://www.happycow.net/reviews/souvlaki-fast-west-palm-beach-282737","","Vegan-friendly restaurant Souvlaki Fast in West Palm Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Spruzzo","West Palm Beach","Palm Beach County","Vegan","Open","251 N Narcissus Ave, 8th Fl, West Palm Beach, Florida, USA, 33401","+1-561-461-0050","https://www.spruzzowestpalm.com/","https://www.happycow.net/reviews/spruzzo-west-palm-beach-442303","1","Reviews of vegan-friendly restaurant Spruzzo in West Palm Beach, Florida, USA 'Restaurant staff permitted us to eat inside with our dog, as the patio area was closed.'","No",""
"Sushi Yama","West Palm Beach","Palm Beach County","Vegan","Closed","330 Clematis St Ste 107, West Palm Beach, Florida, USA, 33401","+1-561-355-0332","http://sushiyamaonline.com/","https://www.happycow.net/reviews/sushi-yama-west-palm-beach-120186","3","Reviews of vegan-friendly restaurant Sushi Yama in West Palm Beach, Florida, USA 'Don’t bother. There are way more vegan friendly places around here where you won’t need to get the runaround when trying to order. Server literally told me'","No",""
"sweetgreen","West Palm Beach","Palm Beach County","Vegan","Closed","701 S Rosemary Ave (at The Square), West Palm Beach, Florida, USA, 33401","+1-561-556-4700","https://www.sweetgreen.com/","https://www.happycow.net/reviews/sweetgreen-west-palm-beach-324555","2","Reviews of vegan-friendly restaurant sweetgreen in West Palm Beach, Florida, USA","No",""
"Taste of India","West Palm Beach","Palm Beach County","Vegetarian","Closed","7750 Okeechobee Blvd Ste 11, West Palm Beach, Florida, USA, 33411","+1-561-721-8600","http://www.tasteofindiawestpalmbeach.com/","https://www.happycow.net/reviews/taste-of-india-west-palm-beach-117736","5","Reviews of vegan-friendly restaurant Taste of India in West Palm Beach, Florida, USA","No",""
"True Food Kitchen","West Palm Beach","Palm Beach County","Vegan-Friendly","Closed","700 S Rosemary Ave, West Palm Beach, Florida, USA, 33401","+1-561-419-8105","https://www.truefoodkitchen.com/","https://www.happycow.net/reviews/true-food-kitchen-west-palm-beach-261438","5","Reviews of vegan-friendly restaurant True Food Kitchen in West Palm Beach, Florida, USA 'Nice spot in CityPlace in Palm beach with a few vegan options. '","Yes","True Food Kitchen"
"Ebony's Premium Vegan Bakery","West Palm Beach","Palm Beach County","Vegan","Closed","West Palm Beach Area, West Palm Beach, Florida, USA, 33409","+1-786-424-8504","http://ebonysveganbakery.com/","https://www.happycow.net/reviews/ebonys-premium-vegan-bakery-west-palm-beach-324552","","Vegan-friendly farmer%s market vendor Ebony's Premium Vegan Bakery in West Palm Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Ebony's Premium Vegan Bakery","West Palm Beach","Palm Beach County","Vegan","Closed","1025 N. Florida Mango Road Suite 4 , West Palm Beach, Florida, USA, 33409","+1-786-424-8504","http://www.ebonysveganbakery.com/","https://www.happycow.net/reviews/ebonys-premium-vegan-bakery-west-palm-beach-324979","46","Reviews of vegan bakery Ebony's Premium Vegan Bakery in West Palm Beach, Florida, USA 'The gluten free vegan chocolate cake could not be detected as either gluten free nor vegan! Simply delicious! Working with Ebony and her team was simply'","No",""
"GracefullyRaw","West Palm Beach","Palm Beach County","Vegan","Unknown","PGA Blvd, West Palm Beach, Florida, USA, 33412","+1-305-796-9717","https://gracefullyraw.com/","https://www.happycow.net/reviews/gracefullyraw-west-palm-beach-186881","","Vegan professional GracefullyRaw in West Palm Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Bulk Candy Store","West Palm Beach","Palm Beach County","Vegan","Closed","235 N Jog Rd, West Palm Beach, Florida, USA, 33413","+1-561-540-1600","https://www.bulkcandystore.com/","https://www.happycow.net/reviews/bulk-candy-store-west-palm-beach-452862","8","Reviews of vegan-friendly Bulk Candy Store  in West Palm Beach, Florida, USA 'They have plenty vegan options'","No",""
"Celis Produce","West Palm Beach","Palm Beach County","Vegan","Closed","2814 S Dixie Hwy Ste D, West Palm Beach, Florida, USA, 33405","+1-561-410-5735","http://celis-produce.com/","https://www.happycow.net/reviews/celis-produce-west-palm-beach-78883","11","Reviews of health food store Celis Produce in West Palm Beach, Florida, USA 'Not a ton of vegan options, but what they do have is delicious. For breakfast I wish they had more vegan options aside from avo toast and a bagel. Delicious lunch'","No",""
"India Bazaar","West Palm Beach","Palm Beach County","Vegan","Closed","4780 Okeechobee Blvd, West Palm Beach, Florida, USA, 33417","+1-561-684-3480","http://indiabazaarwpb.com/","https://www.happycow.net/reviews/india-bazaar-west-palm-beach-153464","1","Reviews of health food store India Bazaar in West Palm Beach, Florida, USA 'The vegan samosas are $1 each and sooo good! The filling is potato and peas. I’ve been there only once to get spices to make curry & other Indian dishes. They also'","No",""
"Sour Seed Bagels","West Palm Beach","Palm Beach County","Vegan","Closed","325 Fern St, West Palm Beach, Florida, USA, 33401","","https://www.sourseedbagels.com/","https://www.happycow.net/reviews/sour-seed-bagels-west-palm-beach-467244","1","Reviews of vegan-friendly coffee / tea shop Sour Seed Bagels  in West Palm Beach, Florida, USA","No",""
"Subculture Coffee Roasters","West Palm Beach","Palm Beach County","Vegan","Closed","509 Clematis St (at Quadrille), West Palm Beach, Florida, USA, 33401","+1-561-318-5142","https://subculturecoffee.com/","https://www.happycow.net/reviews/subculture-coffee-roasters-west-palm-beach-301421","17","Reviews of vegan-friendly coffee / tea shop Subculture Coffee Roasters in West Palm Beach, Florida, USA 'Great atmosphere and plant milk'","No",""
"Tropical Acres Farms","West Palm Beach","Palm Beach County","Vegan","Closed","1010 Camellia Rd, West Palm Beach, Florida, USA, 33405","+1-561-329-6066","https://www.tropicalacresfarms.com/","https://www.happycow.net/reviews/tropical-acres-farms-west-palm-beach-359019","","Vegan-friendly Tropical Acres Farms in West Palm Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Universal Living Sprouts","West Palm Beach","Palm Beach County","Vegan","Closed","6238 Royal Palm Beach Blvd, West Palm Beach, Florida, USA, 33412","+1-561-795-2554","https://store.ulsprouts.com/","https://www.happycow.net/reviews/universal-living-sprouts-inc-west-palm-beach-175122","292","Reviews of health food store Universal Living Sprouts in West Palm Beach, Florida, USA '3.26.2026 5 Pest Control Invoices in a 12 month period - only (1) visit allowed PER YEAR - SUCH A Travesty- they were NOT FINED by the USDA (NOP) There'","No",""
"Whole Foods Market","West Palm Beach","Palm Beach County","Vegan","Closed","1845 Palm Beach Lakes Blvd Bldg C, West Palm Beach, Florida, USA, 33409","+1-561-471-3800","http://www.wholefoodsmarket.com/","https://www.happycow.net/reviews/whole-foods-west-palm-beach-57374","18","Reviews of health food store Whole Foods Market in West Palm Beach, Florida, USA 'They have lots of vegan options for groceries. (Fruit, veggies, beans, frozen food, bakery items, vitamins, body products, snacks, pasta sauce, sprouts, salad'","No",""
"Z Natural Foods","West Palm Beach","Palm Beach County","Vegan","Closed","5407 N Haverhill Rd Unit 336, West Palm Beach, Florida, USA, 33407","+1-888-963-6637","http://www.znaturalfoods.com/","https://www.happycow.net/reviews/z-natural-foods-west-palm-beach-58886","2","Reviews of vegan-friendly delivery service Z Natural Foods in West Palm Beach, Florida, USA 'As a master herbalist i have been using and studying herbs and superfoods for 15 years on myself and clients. Z natural foods is my number one'","No",""
"5th Element","Delray Beach","Palm Beach County","Vegan","Closed","5130 Linton Blvd E1, Delray Beach , FL, 33484, Delray Beach, Florida, USA, 33484","+1-561-498-4703","https://my5thelement.com/delray-beach/","https://www.happycow.net/reviews/5the-element-indian-bistro-bar-delray-beach-478807","","Vegan-friendly restaurant 5th Element in Delray Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Amar Mediterranean Bistro","Delray Beach","Palm Beach County","Vegan-Friendly","Closed","522 E Atlantic Ave, Delray Beach, Florida, USA, 33483","+1-561-865-5653","http://amardelray.com/","https://www.happycow.net/reviews/amar-mediterranean-bistro-delray-beach-226604","38","Reviews of vegan-friendly restaurant Amar Mediterranean Bistro in Delray Beach, Florida, USA 'We tried the classic hummus, fatoosh, and a potato dish and they were all fantastic. Lots of other vegan options we didnt get to try, but would'","Yes","Amar"
"Amar Sandwich Shop","Delray Beach","Palm Beach County","Vegan","Closed","522 East Atlantic Avenue, Delray Beach, Florida, USA, 33483","+1-561-403-2665","https://www.ubereats.com/store/amar-sandwich-shop-522-e-atlantic-ave/gShYPdDPWbOeZNStZYpi0A?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas","https://www.happycow.net/reviews/amar-sandwich-shop-delray-beach-491678","1","Reviews of vegan-friendly restaurant Amar Sandwich Shop in Delray Beach, Florida, USA 'Amar sandwich shop is the fast casual street food concept from the original Amar Mediterranean restaurant located around the corner. So many vegan'","Yes","Amar"
"Ana's Killer Empanadas","Delray Beach","Palm Beach County","Vegan","Closed","1445 N Congress Ave, Delray Beach, Florida, USA, 33445","+1-561-865-7357","https://www.anaskillerempanadas.com/","https://www.happycow.net/reviews/anas-killer-empanadas-delray-beach-391413","","Vegan-friendly restaurant Ana's Killer Empanadas in Delray Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Atlantic Sushi Asian Bistro","Delray Beach","Palm Beach County","Vegan","Unknown","14812 S Military Trl, Delray Beach, Florida, USA, 33484","+1-561-499-8572","https://www.chaiyothaibistro.com/","https://www.happycow.net/reviews/atlantic-sushi-asian-bistro-delray-beach-68382","3","Reviews of vegan-friendly restaurant Atlantic Sushi Asian Bistro in Delray Beach, Florida, USA 'Been eating here for many years. Food is always good and pleasant atmosphere. Plenty of tofu dishes. Spice can be set to your preferred level or'","No",""
